gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,is_new_customer,is_loyal_customer,tenure_group,avg_monthly_charge,high_monthly_charge,total_services,has_protection,has_support,is_monthly_contract,automatic_payment,risky_payment,family_size,senior_with_family,tenure_contract_interaction,charges_per_service
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,0,0,1-2yr,74.55714285714286,1,2,1,0,1,1,0,2,0,0,37.025
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,0,0,2-4yr,93.34418604651164,1,5,1,1,0,1,0,2,0,43,18.25
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,0,1,4+yr,92.74929577464789,1,6,1,1,0,0,1,1,1,71,15.333333333333334
Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,0,0,1-2yr,29.794736842105266,0,0,0,0,1,1,0,1,0,0,25.35
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,0,2-4yr,20.75625,0,1,0,0,0,1,0,0,0,80,19.65
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,1,0,0-1yr,89.25555555555555,1,3,0,0,1,0,1,0,0,0,27.766666666666666
Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,0,1,4+yr,103.75258620689655,1,6,1,1,0,1,0,0,0,58,17.208333333333332
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,1,0,0-1yr,19.9,0,1,0,0,1,1,0,0,0,0,19.9
Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,0,0,2-4yr,113.14468085106384,1,8,1,1,0,1,0,2,0,47,14.18125
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,0,1,4+yr,84.7655172413793,1,7,1,1,0,0,1,1,0,116,12.042857142857143
Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,0,0,2-4yr,102.70374999999999,1,6,1,1,1,0,0,0,0,0,17.108333333333334
Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,0,0,2-4yr,70.1719512195122,0,5,0,1,0,0,1,0,0,41,13.719999999999999
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,1,4+yr,100.49477611940299,1,5,1,0,0,1,0,1,0,67,20.18
Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,0,0,2-4yr,98.32794117647059,1,5,1,1,0,0,1,0,0,34,19.97
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,53.05,1,0,0-1yr,17.683333333333334,0,1,0,0,1,0,0,0,0,0,19.1
Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,0,1,4+yr,115.43166666666666,1,8,1,1,0,1,0,1,1,120,14.50625
Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,1,0,0-1yr,91.24375,1,4,0,1,1,0,1,0,0,0,23.025
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,0,0,1-2yr,73.81666666666666,1,2,0,0,1,1,0,2,0,0,37.45
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,0,1,4+yr,105.1375,1,6,1,1,0,1,0,0,0,136,17.016666666666666
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,0,1,4+yr,25.206338028169014,0,2,0,0,0,1,0,1,1,142,12.725
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,0,1,4+yr,78.0491379310345,1,3,1,0,1,1,0,0,0,0,26.599999999999998
Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,1,0,0-1yr,18.6,0,1,0,0,1,0,1,0,0,0,19.2
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,0,0,1-2yr,86.31071428571428,1,4,1,1,1,1,0,2,0,0,22.4125
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,0,1,4+yr,21.03098591549296,0,1,0,0,0,1,0,1,0,142,20.9
Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,0,0,1-2yr,101.11071428571428,1,5,1,0,1,0,1,0,0,0,20.11
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,1,0,0-1yr,51.26666666666667,0,4,1,1,1,1,0,0,0,0,12.7375
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,0,1-2yr,71.42666666666668,0,5,1,1,1,0,0,2,0,0,13.9
Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,0,1,4+yr,98.21052631578948,1,5,1,1,0,1,0,2,0,57,19.509999999999998
Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,0,1,4+yr,60.87045454545454,0,4,1,1,0,1,0,0,0,132,15.2875
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,0,1,4+yr,89.03115942028985,1,4,1,0,1,0,1,1,1,0,22.4875
Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,0,1,4+yr,56.6,0,3,1,1,0,1,0,1,0,68,18.633333333333333
Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,0,1,4+yr,94.00535714285715,1,4,1,0,0,1,0,1,1,56,23.7
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,0,0,2-4yr,97.02285714285715,1,5,0,1,1,0,1,0,0,0,19.81
Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,0,0,2-4yr,58.12325581395349,0,2,0,0,1,0,1,2,0,0,28.075
Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,0,0,2-4yr,65.15483870967742,0,4,0,1,1,1,0,1,0,0,16.6
Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,0,0,2-4yr,59.25454545454546,0,4,1,1,0,0,0,2,0,33,14.6125
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1,0,0-1yr,69.35,0,1,0,0,1,0,1,0,0,0,69.35
Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,0,0,2-4yr,99.50795454545455,1,5,0,1,0,1,0,0,0,88,20.02
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,0,1,4+yr,53.56140350877193,0,3,1,0,0,0,1,2,0,57,17.816666666666666
Male,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,0,1,4+yr,65.02142857142857,0,5,1,1,0,1,0,1,0,70,12.99
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,1,0,0-1yr,20.55,0,1,0,0,1,1,0,0,0,0,20.55
Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,0,1,4+yr,56.72545454545455,0,3,0,1,0,1,0,2,0,110,18.416666666666668
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,0,0,2-4yr,91.5051724137931,1,4,0,0,1,0,1,1,1,0,23.6125
Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,0,0,2-4yr,61.631818181818176,0,4,1,0,1,0,0,0,0,0,15.225
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,1,0,0-1yr,77.175,1,2,0,0,1,0,1,1,1,0,37.475
Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,0,1,4+yr,39.996428571428574,0,2,0,1,0,0,0,0,0,140,20.025
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,0,0,2-4yr,25.75,0,2,0,0,1,0,1,0,0,0,12.8
Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,1,0,0-1yr,52.8,0,1,0,0,1,0,0,0,0,0,45.85
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,0,0-1yr,91.42999999999999,1,4,0,1,1,0,1,1,1,0,22.45
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,1,0,0-1yr,74.6,1,2,1,0,1,1,0,2,0,0,37.3
Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,609.1,0,0,2-4yr,19.648387096774194,0,1,0,0,0,1,0,0,0,62,20.4
Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,0,0,2-4yr,86.52833333333334,1,4,1,0,1,1,0,0,0,0,22.625
Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,0,1,4+yr,96.2425,1,5,1,0,1,0,1,2,1,0,18.65
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,0,1,4+yr,66.09444444444445,0,5,1,1,0,1,0,2,0,144,13.37
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.7,83.75,1,0,0-1yr,20.9375,0,1,0,0,1,1,0,0,0,0,20.7
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,1,0,0-1yr,71.225,0,1,0,0,1,0,0,2,0,0,69.55
Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,0,0,2-4yr,94.762,1,5,1,1,1,0,1,0,0,0,19.9
Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,0,1,4+yr,75.56857142857143,1,6,1,1,0,1,0,1,0,140,12.825000000000001
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,1,0,0-1yr,20.45,0,1,0,0,1,0,0,0,0,0,20.45
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,0,0,1-2yr,19.344736842105263,0,1,0,0,1,0,0,0,0,0,19.9
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,1,0,0-1yr,19.5,0,1,0,0,1,0,0,0,0,0,19.5
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,224.5,1,0,0-1yr,18.708333333333332,0,1,0,0,0,1,0,2,0,24,20.3
Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,0,1,4+yr,19.65,0,1,0,0,0,1,0,0,0,144,19.3
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,1,0,0-1yr,20.6,0,1,0,0,1,0,0,0,0,0,20.3
Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,0,0,2-4yr,90.93382352941177,1,4,1,1,1,0,1,2,0,0,22.4625
Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,0,0,2-4yr,37.59054054054054,0,3,1,1,0,0,0,0,0,74,13.516666666666666
Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,0,1,4+yr,88.375,1,5,1,1,0,1,0,2,1,58,17.97
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,1,0,0-1yr,45.55,0,1,0,0,1,0,0,0,0,0,45.55
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,1,0,0-1yr,71.25,1,1,0,0,1,0,1,0,0,0,71.25
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,1,0,0-1yr,50.45,0,2,0,0,1,0,1,0,0,0,25.225
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,4808.7,0,1,4+yr,66.7875,0,6,1,1,0,0,0,1,0,144,11.358333333333334
Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,1,0,0-1yr,29.65833333333333,0,1,0,1,1,0,0,2,1,0,29.3
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,31.55,1,0,0-1yr,15.775,0,1,0,0,1,0,0,0,0,0,19.5
Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,0,0,2-4yr,19.607446808510637,0,1,0,0,0,1,0,1,0,94,19.65
Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,1,0,0-1yr,43.46666666666667,0,1,0,0,1,1,0,2,0,0,44.6
Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,0,1,4+yr,53.950833333333335,0,4,1,1,0,0,1,0,0,120,13.4
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,1,0,0-1yr,81.85,1,3,1,0,1,1,0,0,0,0,27.933333333333334
Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,0,1,4+yr,84.45294117647059,1,7,1,1,0,1,0,1,0,102,11.978571428571428
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,0,1,4+yr,109.54513888888889,1,7,1,1,0,1,0,2,0,144,15.65
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.1,0,1,4+yr,84.48750000000001,1,7,1,1,0,0,1,1,0,144,12.178571428571429
Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,0,1,4+yr,24.13653846153846,0,2,0,0,0,0,0,2,0,104,11.525
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,0,1,4+yr,91.63591549295774,1,8,1,1,0,1,0,1,0,142,11.65
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,0,0,2-4yr,24.00714285714286,0,2,0,0,0,0,0,1,0,28,12.775
Male,1,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,0,1,4+yr,47.23098591549296,0,4,1,1,0,1,0,1,1,142,11.5875
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.55,6668.0,0,1,4+yr,98.05882352941177,1,5,1,1,0,0,1,2,0,136,19.91
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,1,0,0-1yr,70.35,1,1,0,0,1,0,1,0,0,0,70.35
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,1,0,0-1yr,90.02727272727272,1,4,0,1,1,0,1,0,0,0,22.3
Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,1,0,0-1yr,56.050000000000004,0,3,1,1,1,0,0,2,0,0,18.716666666666665
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,1,4+yr,106.85819672131149,1,6,0,1,0,1,0,1,0,61,17.216666666666665
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,0,0-1yr,73.0,1,2,0,0,1,0,1,1,0,0,37.75
Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,0,0,2-4yr,53.47391304347826,0,3,1,0,1,0,1,1,0,0,17.7
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,0,1,4+yr,70.672,1,1,0,0,0,1,0,1,0,100,70.35
Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,0,1,4+yr,105.2463768115942,1,6,1,1,0,1,0,0,0,69,17.341666666666665
Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297.0,0,0,2-4yr,86.76315789473684,1,7,1,1,0,1,0,2,0,76,12.200000000000001
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,0,0-1yr,70.10000000000001,1,2,0,0,1,0,1,0,0,0,37.125
Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,0,1,4+yr,90.11176470588236,1,4,1,0,1,1,0,1,1,0,22.4
Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,460.2,0,0,2-4yr,18.408,0,1,0,0,1,0,0,1,0,0,20.8
Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,0,0,1-2yr,102.01388888888889,1,5,0,1,1,1,0,1,1,0,19.95
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,1,0,0-1yr,86.07857142857142,1,3,0,0,1,0,0,0,0,0,28.400000000000002
Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,0,1,4+yr,60.324615384615385,0,5,1,1,0,1,0,0,0,130,11.99
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,228.75,1,0,0-1yr,19.0625,0,1,0,0,0,0,0,0,0,12,19.3
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,1,0,0-1yr,24.8,0,0,0,0,1,1,0,0,0,0,24.8
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,0,0,1-2yr,19.37777777777778,0,1,0,0,1,0,1,0,0,0,19.0
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,0,1,4+yr,85.69375,1,7,1,1,0,1,0,1,0,128,12.142857142857142
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,0,0,2-4yr,84.95192307692308,1,4,1,0,1,1,0,0,0,0,21.6625
Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.6,365.65,1,0,0-1yr,91.4125,1,4,1,0,1,0,0,1,0,0,22.4
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,0,1,4+yr,53.21408450704225,0,3,1,1,0,1,0,1,0,142,18.166666666666668
Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,0,1,4+yr,59.88367346938776,0,4,1,0,1,1,0,0,0,0,14.9375
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,1,0,0-1yr,88.62142857142858,1,3,0,0,1,0,1,0,0,0,28.933333333333334
Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,0,0,2-4yr,109.60857142857144,1,8,1,1,0,1,0,0,0,35,13.85
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,1,0,0-1yr,70.3,1,1,0,0,1,0,1,1,1,0,70.3
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,1,0,0-1yr,96.26666666666667,1,3,0,0,1,0,1,0,0,0,29.766666666666666
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,0,0,2-4yr,87.14399999999999,1,3,0,0,0,0,1,2,0,25,30.133333333333336
Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,0,0,1-2yr,55.23846153846154,0,3,0,1,1,0,0,1,0,0,17.816666666666666
Male,1,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,1,0,0-1yr,54.894444444444446,0,3,1,0,1,0,1,0,0,0,18.183333333333334
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,0,1,4+yr,84.24027777777778,1,7,1,1,0,1,0,1,0,144,12.12857142857143
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,0,0,1-2yr,75.625,1,6,0,1,0,0,0,2,0,22,13.108333333333334
Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,0,0,2-4yr,80.33636363636363,1,3,1,1,0,1,0,0,0,66,26.866666666666664
Male,1,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,0,0,1-2yr,53.605555555555554,0,4,1,0,1,1,0,0,0,0,14.6
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,0,0,2-4yr,80.99411764705883,1,5,0,1,0,1,0,2,0,34,15.440000000000001
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,1,0,0-1yr,86.88333333333333,1,4,1,0,1,0,1,0,0,0,22.525
Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,0,0,1-2yr,22.147916666666664,0,1,0,0,0,1,0,1,0,24,21.05
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,0,0,1-2yr,96.31,1,4,0,0,1,0,1,0,0,0,23.3375
